,Name,Type,Rating,Delivery Time,Price
143,Swadisht Chinese,Chinese,3.8,31 MINS,200 FOR TWO
144,Fried Chicken Destination,North Indian,3.8,27 MINS,200 FOR TWO
145,Relax Corner Pure Veg (Bibwewadi Branch),"Maharashtrian, Punjabi",4.1,17 MINS,300 FOR TWO
146,Baasuri,"North Indian, Chinese, Desserts, Beverages",4.3,19 MINS,300 FOR TWO
147,The Chinese Monk,"Chinese, Tibetan, Healthy Food, Pan-Asian, Beverages, Use Code BF75 to Avail",3.8,23 MINS,200 FOR TWO
148,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.3,21 MINS,400 FOR TWO
149,Navratna Veg,"North Indian, Chinese, South Indian, Fast Food",4.3,21 MINS,300 FOR TWO
150,Uncle's Chinese,"Chinese, Thai, Indonesian, Beverages, Desserts",4.2,36 MINS,450 FOR TWO
151,Natural Ice Cream,"Ice Cream, Desserts",4.6,15 MINS,150 FOR TWO
152,Pizza Hut,Pizzas,3.8,34 MINS,350 FOR TWO
153,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,37 MINS,300 FOR TWO
154,Mankar Dosa,South Indian,4.2,22 MINS,200 FOR TWO
155,Radha Krushna,"North Indian, Chinese, South Indian",4.0,22 MINS,300 FOR TWO
156,Nisarg,Coastal,4.5,40 MINS,1200 FOR TWO
157,PK Biryani House (Swargate),"Biryani, Indian",3.8,23 MINS,400 FOR TWO
158,Roopali Pure Veg,"Beverages, Chinese, North Indian, South Indian",4.3,21 MINS,250 FOR TWO
159,Meghdoot's,"North Indian, South Indian, Chinese",4.1,27 MINS,350 FOR TWO
160,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,29 MINS,300 FOR TWO
161,Burger King,"Burgers, American",4.0,24 MINS,350 FOR TWO
162,Deepa's Mess -Affordable Meals,"Maharashtrian, Gujarati, Street Food, North Indian",4.5,18 MINS,200 FOR TWO
163,Mountain High,"Indian, Chinese, Tandoor, Biryani, North Indian",4.2,31 MINS,600 FOR TWO
164,MB FOODS,North Indian,4.2,24 MINS,200 FOR TWO
165,Kerala Restaurant,North Indian,3.3,21 MINS,300 FOR TWO
166,Oh! Calcutta,Bengali,4.2,50 MINS,800 FOR TWO
167,Tasty Punjab,"North Indian, Punjabi, Chinese, Biryani, Tandoor, Thalis, Street Food",4.0,29 MINS,350 FOR TWO
168,Domino's Pizza,Pizzas,4.3,30 MINS,400 FOR TWO
169,PK Biryani House,"Biryani, North Indian, Thalis",3.9,27 MINS,350 FOR TWO
170,Pizza Hut,Pizzas,3.7,26 MINS,350 FOR TWO
171,Hotel Garwa Satyampuram (Veg & NonVeg),"Biryani, Chinese, Maharashtrian, North Indian, Indian",4.0,28 MINS,300 FOR TWO
172,Chotu's - taste of punjab,"Punjabi, North Indian, Chinese, Biryani, Tandoor, Thalis, Indian, Kebabs, Bevera...",3.7,30 MINS,300 FOR TWO
173,Malabar Food Centre,"North Indian, Indian",--,28 MINS,300 FOR TWO
174,KFC,"Burgers, Biryani, American, Snacks, Fast Food",4.1,27 MINS,400 FOR TWO
175,Global Punjab,"North Indian, Mughlai, Chinese, Tandoor, Kebabs, Biryani, Desserts",3.9,38 MINS,600 FOR TWO
176,Oh! Calcutta,Bengali,4.2,53 MINS,800 FOR TWO
177,Mad Momos,"Chinese, Tibetan, Nepalese, Pizzas, Snacks, Beverages",3.8,36 MINS,200 FOR TWO
178,Moonlight Resto	,Chinese,--,36 MINS,300 FOR TWO
179,New Royal Hind,"North Indian, Biryani, Chinese, Mughlai, Punjabi, Kebabs, Beverages, Tandoor",--,29 MINS,1000 FOR TWO
180,Venkatesh Bhojanalaya,"North Indian, Thalis",3.5,35 MINS,200 FOR TWO
181,Natural Ice Cream,"Ice Cream, Desserts",4.8,32 MINS,150 FOR TWO
182,Nisarg,Coastal,4.5,48 MINS,1200 FOR TWO
183,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,35 MINS,300 FOR TWO
184,Kerala Restaurant,"Kerala, South Indian",4.3,34 MINS,200 FOR TWO
185,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.2,34 MINS,200 FOR TWO
186,Hotel Al Zaika,"North Indian, Chinese, Biryani",3.8,37 MINS,500 FOR TWO
187,New Ashoka Pure veg,"Chinese, South Indian, North Indian, Desserts",3.8,38 MINS,200 FOR TWO
188,Shamiyana,"North Indian, Biryani, Chinese, Mughlai, Punjabi, Kebabs, Beverages",--,35 MINS,400 FOR TWO
189,Hotel Chinmay Chinese and Fast food,Chinese,--,38 MINS,200 FOR TWO
190,Asia Kitchen by Mainland China,"Asian, Chinese",4.3,47 MINS,850 FOR TWO
191,Hindvi Swarj A Sorma Chicken,Indian,--,37 MINS,100 FOR TWO
192,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,28 MINS,300 FOR TWO
193,Bliss Bistro - Chula,"North Indian, Chinese, Indian",3.9,33 MINS,250 FOR TWO
194,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.4,24 MINS,400 FOR TWO
195,Agra Hotel,"Mughlai, North Indian, Chinese",3.9,29 MINS,300 FOR TWO
196,Cafe Zam Zam,"Mughlai, North Indian, Chinese, Fast Food, Biryani",4.2,31 MINS,300 FOR TWO
197,Mountain High,"Indian, Chinese, Tandoor, Biryani, North Indian",4.2,26 MINS,600 FOR TWO
198,Kareem's - No Connection with KARIM'S Jama Masjid/ Delhi,"Mughlai, North Indian, Maharashtrian, Biryani, Kebabs, Tandoor, Beverages",3.8,30 MINS,450 FOR TWO
199,Eagle Brother's Pizza,"Pizzas, Italian, Fast Food",4.4,30 MINS,450 FOR TWO
200,La Pino'z Pizza,Pizzas,3.4,26 MINS,400 FOR TWO
201,Madinah,"Mughlai, North Indian, Chinese, Biryani",4.0,27 MINS,400 FOR TWO
202,Little China,"Thai, Chinese, Oriental",4.0,28 MINS,250 FOR TWO
203,Dessertto Cakes & Ice Creams,"Desserts, Bakery, Ice Cream, Beverages, Sweets",3.8,27 MINS,400 FOR TWO
204,Mad Momos,"Chinese, Tibetan, Nepalese, Beverages, Pizzas, Snacks",3.8,31 MINS,200 FOR TWO
205,Filli Bites,"American, Arabian, Grill, Tandoor",4.2,32 MINS,200 FOR TWO
206,BEHESHT RESTAURANT AND CAFE,"Snacks, Pizzas, Beverages, Fast Food",--,29 MINS,300 FOR TWO
207,Spice Culture,"Chinese, North Indian, Biryani, Continental, Thai, Pizzas, Pastas",4.1,28 MINS,500 FOR TWO
208,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.3,26 MINS,400 FOR TWO
209,Burger King,"Burgers, American",4.0,25 MINS,350 FOR TWO
210,Deli Belly,"North Indian, Chinese, Beverages",3.9,27 MINS,300 FOR TWO
211,Pizza Hut,Pizzas,3.6,29 MINS,350 FOR TWO
212,Khandeshi Darbar,Indian,--,29 MINS,300 FOR TWO
213,KFC,"Burgers, Biryani, American, Snacks, Fast Food",3.9,20 MINS,400 FOR TWO
214,Chawadi,"North Indian, Chinese, Seafood, Punjabi",3.9,24 MINS,400 FOR TWO
215,Mad Over Bowls (MOB),"Chinese, Asian, Beverages",4.2,31 MINS,200 FOR TWO
216,Taco Bell,Mexican,4.1,25 MINS,300 FOR TWO
217,Annapoorna,"Chinese, South Indian, North Indian, Continental, Desserts, Italian, Beverages",4.3,22 MINS,400 FOR TWO
218,Asia Seven,"Chinese, Asian, Pan-Asian, Snacks",4.1,23 MINS,350 FOR TWO
219,Chinese Wok,"Chinese, Asian, Tibetan, Desserts",3.5,20 MINS,300 FOR TWO
220,KGN Xprs,"North Indian, Chinese, Biryani, Tandoor",4.1,17 MINS,500 FOR TWO
221,Subway,Beverages,4.2,27 MINS,400 FOR TWO
222,Shree Swamisneh Dinning Hall,"Indian, Beverages",4.3,23 MINS,500 FOR TWO
223,Starbucks Coffee,Beverages,4.1,31 MINS,400 FOR TWO
224,Reddy's Restaurant,Indian,4.1,25 MINS,400 FOR TWO
225,Hotel Garwa Satyampuram (Veg & NonVeg),"Biryani, Chinese, Maharashtrian, North Indian, Indian",4.0,28 MINS,300 FOR TWO
226,A1 Pizza Point,"Pizzas, Fast Food, Burgers, Snacks",--,21 MINS,200 FOR TWO
227,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,45 MINS,300 FOR TWO
228,Garwa Swad Diveghatavarcha,"Biryani, Chinese, Maharashtrian, North Indian, Indian, Beverages",4.0,28 MINS,300 FOR TWO
229,Tonu'S Kitchen,"Chinese, Bengali, Indian",--,30 MINS,520 FOR TWO
230,Rubaab Multicuisine family restaurant and bar,"Indian, Seafood, Chinese",4.2,30 MINS,500 FOR TWO
231,Krushna Pure Veg,"Chinese, North Indian, Indian, Snacks, Fast Food, Beverages, Ice Cream",4.3,34 MINS,350 FOR TWO
232,Sujata Mastani,"Desserts, Beverages",4.2,21 MINS,200 FOR TWO
233,KGN Xprs,"Tandoor, Biryani, Kebabs, Chinese, Indian",3.9,39 MINS,400 FOR TWO
234,AP's Biryani House,Biryani,--,28 MINS,300 FOR TWO
235,Garwa Pure Veg,"North Indian, South Indian, Chinese, Indian, Maharashtrian, Beverages",4.0,26 MINS,400 FOR TWO
236,Biryani By Kilo,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts",4.0,61 MINS,700 FOR TWO
237,ARYAS SUDAMA BHEL,"Chaat, Burgers, Fast Food, Pizzas, Beverages",--,26 MINS,150 FOR TWO
238,RENUKA MASTANI ICE CREAM PARLOUR,"Ice Cream, Fast Food, Pizzas, Chinese, Snacks",--,28 MINS,300 FOR TWO
239,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",4.1,42 MINS,500 FOR TWO
240,Oye Kiddan,"Punjabi, North Indian, Desserts, Thalis",4.2,31 MINS,250 FOR TWO
241,Pizza Hut,Pizzas,3.8,23 MINS,350 FOR TWO
242,Pk Biryani House (DP Road Karvenagar),"Biryani, Mughlai, Maharashtrian, North Indian, Hyderabadi, Indian",4.0,26 MINS,400 FOR TWO
243,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.4,25 MINS,400 FOR TWO
244,Burger King,"Burgers, American",4.1,32 MINS,350 FOR TWO
245,Hotel Al Zaika,"North Indian, Biryani, Chinese",4.0,21 MINS,500 FOR TWO
246,PK Mutton Bhakari,"Biryani, Thalis, Kebabs",4.0,24 MINS,400 FOR TWO
247,PK Biryani House,"Biryani, North Indian, Indian, Snacks",4.0,23 MINS,350 FOR TWO
248,Pruthvi Vegetarianism,"North Indian, South Indian",4.4,24 MINS,450 FOR TWO
249,Uncle's Chinese,"Chinese, Pan-Asian, Thai, Tibetan, North Eastern",4.2,36 MINS,450 FOR TWO
250,Malabar,"North Indian, Chinese",3.8,19 MINS,400 FOR TWO
251,FRIED CHICKEN DESTINATION,"American, Snacks",4.0,24 MINS,200 FOR TWO
252,Paramhans Pure Veg,"Rajasthani, Indian, Chinese",3.8,23 MINS,300 FOR TWO
253,Mad Momos,"Chinese, Tibetan, Nepalese, Pizzas, Snacks, Beverages",3.8,21 MINS,200 FOR TWO
254,Subway,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,27 MINS,350 FOR TWO
255,Hyderabadi Biryani Express,"Biryani, Chinese",3.2,16 MINS,250 FOR TWO
256,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,31 MINS,300 FOR TWO
257,Night Cravers,"Chinese, Italian",--,28 MINS,350 FOR TWO
258,OMKAR CHINESE,"Chinese, Snacks",--,38 MINS,300 FOR TWO
259,Hotel Real Taste,"Chinese, Indian, Mughlai",3.9,30 MINS,250 FOR TWO
260,Hotel Red Chilli-Veg and Non Veg Chinese,"Chinese, Indian, Tandoor, Biryani, Thalis",--,31 MINS,500 FOR TWO
261,Natural Ice Cream,"Ice Cream, Desserts",4.7,23 MINS,150 FOR TWO
262,Agra Hotel,"Mughlai, North Indian, Chinese",3.9,24 MINS,300 FOR TWO
263,SOUK by Cafe Arabia,"Lebanese, Middle Eastern, Mediterranean",4.4,23 MINS,500 FOR TWO
264,Kunaf Bytes,"Ice Cream, Beverages",--,29 MINS,300 FOR TWO
265,Mountain High,"Indian, Chinese, Tandoor, Biryani, North Indian",4.2,29 MINS,600 FOR TWO
266,The Veg Culture,"North Indian, Continental, Chinese, Pizzas, Pastas, Jain, Desserts, Beverages",4.3,38 MINS,600 FOR TWO
267,Hotel Al Zaika,"Mughlai, North Indian, Chinese",3.3,34 MINS,500 FOR TWO
268,Kareem's - No Connection with KARIM'S Jama Masjid/ Delhi,"Mughlai, North Indian, Maharashtrian, Biryani, Kebabs, Tandoor, Beverages",3.8,27 MINS,450 FOR TWO
269,Royal Park,"North Indian, Chinese",4.0,39 MINS,400 FOR TWO
270,Cafe 7,Italian,4.0,27 MINS,500 FOR TWO
271,Madinah,"Mughlai, North Indian, Chinese, Biryani",4.0,25 MINS,400 FOR TWO
272,Bebe Di Rasoi - Punjabi,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",4.0,26 MINS,300 FOR TWO
273,Aroma's Hyderabad House,"Biryani, Mughlai, North Indian, Chinese",4.2,22 MINS,500 FOR TWO
274,Zeeshan - Apna Hyderabadi Food,"Biryani, North Indian, Hyderabadi, Indian, Chinese, Desserts, Beverages",3.9,18 MINS,400 FOR TWO
275,Oye Kiddan,"Punjabi, North Indian, Thalis, Desserts",4.0,25 MINS,250 FOR TWO
276,Chaitanya Paranthas,"North Indian, Punjabi, Chinese, Thalis, Beverages, Desserts",4.0,30 MINS,250 FOR TWO
277,Chang's,Chinese,4.3,29 MINS,450 FOR TWO
278,Uncle's Chinese,Chinese,4.1,29 MINS,450 FOR TWO
279,Burger King,"Burgers, American",3.8,37 MINS,350 FOR TWO
280,Rasika Pure Veg Restaurant,"North Indian, Chinese, South Indian",4.1,20 MINS,400 FOR TWO
281,Mr Chow's,"Chinese, Asian, Thai, Seafood",4.5,32 MINS,300 FOR TWO
282,KFC,"Burgers, Biryani, American, Snacks, Fast Food",3.8,34 MINS,400 FOR TWO
283,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.2,26 MINS,400 FOR TWO
284,Hao Chii Chinese,"Chinese, Thai, Tibetan, Pan-Asian, Japanese, Indonesian, Desserts, Beverages",3.9,18 MINS,300 FOR TWO
285,The Belgian Waffle Co.,"Waffle, Desserts, Ice Cream",4.3,22 MINS,200 FOR TWO
286,Peetuk,"Bengali, Biryani, Thalis",4.0,19 MINS,300 FOR TWO
287,Pind Punjab,"North Indian, Indian, Punjabi, Chinese, Biryani, Thalis, Mughlai, Beverages, Des...",4.2,24 MINS,450 FOR TWO
288,Oye Kiddan,"North Indian, Punjabi, Thalis",4.1,30 MINS,250 FOR TWO
289,Domino's Pizza,Pizzas,4.2,30 MINS,400 FOR TWO
290,Burger King,"Burgers, American",4.2,37 MINS,350 FOR TWO
291,Uncle's Chinese,"Chinese, Pan-Asian, Thai, Tibetan, North Eastern",4.2,39 MINS,450 FOR TWO
292,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.4,22 MINS,400 FOR TWO
293,Pind Punjab,"North Indian, Indian, Punjabi, Chinese, Biryani, Thalis, Mughlai, Beverages, Des...",4.1,31 MINS,450 FOR TWO
294,Oh! Calcutta,Bengali,4.2,55 MINS,800 FOR TWO
295,KFC,"Burgers, Biryani, American, Snacks, Fast Food",4.0,31 MINS,550 FOR TWO
296,Geetanjali Bhel & Pani Puri,"Snacks, Chaat",--,17 MINS,50 FOR TWO
297,Za'atar,"Middle Eastern, Lebanese, Arabian, Beverages",4.7,29 MINS,800 FOR TWO
298,Asmita Dabeli Center,Indian,--,20 MINS,150 FOR TWO
299,VEG SUTRA,"North Indian, Chinese",4.2,27 MINS,400 FOR TWO
300,Theobroma,"Bakery, Desserts",4.5,20 MINS,500 FOR TWO
301,Falahaar,"Juices, Beverages, Snacks, Fast Food, Italian, Pizzas, Street Food, Desserts",4.5,25 MINS,350 FOR TWO
302,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.2,28 MINS,200 FOR TWO
303,Ashapuri Dining Hall,"North Indian, Chinese, Rajasthani",3.9,27 MINS,250 FOR TWO
304,Oye Kiddan,"Punjabi, North Indian, Desserts, Thalis",4.2,25 MINS,250 FOR TWO
305,Burger King,"Burgers, American",4.1,27 MINS,350 FOR TWO
306,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.5,17 MINS,400 FOR TWO
307,PK Biryani House (Deccan),"Biryani, Maharashtrian, North Indian, Mughlai, Hyderabadi, Indian",4.0,29 MINS,400 FOR TWO
308,Shri Swami Samartha Pure Veg,"North Indian, Chinese, Biryani, Desserts",3.8,23 MINS,250 FOR TWO
309,Durvankur Dining Hall,Maharashtrian,--,29 MINS,600 FOR TWO
310,Pk Biryani House (DP Road Karvenagar),"Biryani, Mughlai, Maharashtrian, North Indian, Hyderabadi, Indian",4.0,27 MINS,400 FOR TWO
311,Pizza Hut,Pizzas,3.8,24 MINS,350 FOR TWO
312,PK Mutton Bhakari,"Biryani, Thalis, Kebabs",4.0,25 MINS,400 FOR TWO
313,Sheetal Restaurant,"North Indian, South Indian, Chinese",4.4,20 MINS,500 FOR TWO
314,Uncle's Chinese,"Chinese, Pan-Asian, Thai, Tibetan, North Eastern",4.2,34 MINS,450 FOR TWO
315,The Chinese Factory,"Chinese, Tibetan",4.1,29 MINS,300 FOR TWO
316,Chinese Wok,"Chinese, Asian, Tibetan, Desserts",3.9,18 MINS,300 FOR TWO
317,Nisarg,Coastal,4.5,30 MINS,1200 FOR TWO
318,The Momo Panda,Tibetan,4.6,21 MINS,250 FOR TWO
319,VEG SUTRA,"North Indian, Chinese",4.5,21 MINS,400 FOR TWO
320,PK Biryani House (Deccan),"Biryani, Maharashtrian, North Indian, Mughlai, Hyderabadi, Indian",4.0,29 MINS,400 FOR TWO
321,Pk Biryani House (DP Road Karvenagar),"Biryani, Mughlai, Maharashtrian, North Indian, Hyderabadi, Indian",4.0,23 MINS,400 FOR TWO
322,Burger King,"Burgers, American",4.1,29 MINS,350 FOR TWO
323,Oye Kiddan,"Punjabi, North Indian, Desserts, Thalis",4.2,31 MINS,250 FOR TWO
324,Brahma Garden,"North Indian, South Indian, Chinese, Juices, Biryani, Punjabi",4.3,24 MINS,350 FOR TWO
325,Sujata Mastani,North Indian,4.5,15 MINS,500 FOR TWO
326,PK Mutton Bhakari,"Biryani, Thalis, Kebabs",4.0,21 MINS,400 FOR TWO
327,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.5,20 MINS,400 FOR TWO
328,PK Biryani House Main Branch (Mhatre Bridge),"Biryani, Maharashtrian, North Indian, Seafood",3.9,21 MINS,500 FOR TWO
329,Uncle's Chinese,"Chinese, Pan-Asian, Thai, Tibetan, North Eastern",4.2,36 MINS,450 FOR TWO
330,Cloud khichdi,"North Indian, Punjabi, Maharashtrian, Gujarati",4.2,20 MINS,250 FOR TWO
331,Abhishek Veg Restaurant,"North Indian, Chinese",4.3,26 MINS,500 FOR TWO
332,New Kalyan Bhel,"Chaat, Fast Food, South Indian",4.4,26 MINS,100 FOR TWO
333,Pizza Hut,Pizzas,3.8,28 MINS,350 FOR TWO
334,Mamata dining hall,North Indian,4.3,20 MINS,300 FOR TWO
335,Durvankur Dining Hall,Maharashtrian,--,29 MINS,600 FOR TWO
336,Durvankur Dining Hall,Maharashtrian,--,23 MINS,600 FOR TWO
337,PK Biryani House (Deccan),"Biryani, Maharashtrian, North Indian, Mughlai, Hyderabadi, Indian",4.0,24 MINS,400 FOR TWO
338,Gokul Chinese,Chinese,3.9,24 MINS,300 FOR TWO
339,Hotel Bismillah,North Indian,3.9,29 MINS,300 FOR TWO
340,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.3,26 MINS,400 FOR TWO
341,Masaledar Biryani House,"Biryani, Maharashtrian",3.7,21 MINS,500 FOR TWO
342,Oh! Calcutta,Bengali,4.2,44 MINS,800 FOR TWO
343,Kok Pa Chinese,"Chinese, Asian",4.1,26 MINS,250 FOR TWO
344,PK Mutton Bhakari,"Biryani, Thalis, Kebabs",4.0,31 MINS,400 FOR TWO
345,Pizza Hut,Pizzas,3.7,29 MINS,350 FOR TWO
346,SP's Biryani House,"Biryani, North Indian, Indian, Maharashtrian",4.1,24 MINS,900 FOR TWO
347,Oye Kiddan,"Punjabi, North Indian, Desserts, Thalis",4.2,35 MINS,250 FOR TWO
348,Garvaa Biryani - Narayan Peth,Biryani,--,20 MINS,200 FOR TWO
349,Rolls Mania,Fast Food,4.3,22 MINS,200 FOR TWO
350,Nisarg,Coastal,4.5,33 MINS,1200 FOR TWO
351,KFC,"Burgers, Biryani, American, Snacks, Fast Food",3.9,33 MINS,400 FOR TWO
352,PK Mutton Bhakari,"Biryani, Thalis, Kebabs",4.0,43 MINS,400 FOR TWO
353,Pizza Hut,Pizzas,3.8,43 MINS,350 FOR TWO
354,NEW POONA BAKERY,Bakery,--,28 MINS,150 FOR TWO
355,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.2,43 MINS,200 FOR TWO
356,Shree Radha Krishna Pure Veg,"North Indian, Chinese, South Indian, Fast Food, Snacks",--,26 MINS,800 FOR TWO
357,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",4.3,44 MINS,500 FOR TWO
358,Rudra Veg,"North Indian, South Indian",4.0,33 MINS,200 FOR TWO
359,WS Bakers,Bakery,--,25 MINS,200 FOR TWO
360,Relax Family Garden Resto Bar,"North Indian, South Indian, Maharashtrian",4.3,31 MINS,400 FOR TWO
361,Hotel Sagar And Chinese,"Chinese, Snacks",--,29 MINS,300 FOR TWO
362,Savali Dhaba Family Restaurant,"North Indian, Chinese, Kebabs, Seafood, Biryani",--,26 MINS,600 FOR TWO
363,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",--,20 MINS,200 FOR TWO
364,Ratna Veg Cuisine,"North Indian, South Indian",4.2,38 MINS,400 FOR TWO
365,Murli Pure Veg,"North Indian, South Indian, Chinese",4.1,30 MINS,250 FOR TWO
366,The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",4.3,28 MINS,400 FOR TWO
367,The Nutri Pro Kitchen,"Healthy Food, Salads, Juices, Continental, Indian",4.3,45 MINS,500 FOR TWO
368,PK Biryani House (Deccan),"Biryani, Maharashtrian, North Indian, Mughlai, Hyderabadi, Indian",4.0,30 MINS,400 FOR TWO
369,MH 12 Pav Bhaji,"Snacks, Pizzas, Beverages, Street Food",4.2,24 MINS,250 FOR TWO
370,Kok Pa Chinese,"Chinese, Asian",4.1,27 MINS,250 FOR TWO
371,Durvankur Dining Hall,Maharashtrian,--,28 MINS,600 FOR TWO
372,Chaitanya Paranthas,"North Indian, Punjabi, Chinese, Thalis, Beverages, Desserts",4.1,27 MINS,250 FOR TWO
373,Panchali Restaurant,North Indian,4.2,22 MINS,500 FOR TWO
374,Oh! Calcutta,Bengali,4.2,40 MINS,800 FOR TWO
375,Shahji's Parantha House (Laxmi Road),North Indian,4.3,31 MINS,400 FOR TWO
376,Oven Story Pizza,"Pizzas, Italian",4.1,26 MINS,400 FOR TWO
377,Hotel Bismillah,North Indian,3.9,29 MINS,300 FOR TWO
378,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.4,24 MINS,200 FOR TWO
379,Pizza Hut,Pizzas,3.7,32 MINS,350 FOR TWO
380,Oye Kiddan,"Punjabi, North Indian, Desserts, Thalis",4.2,38 MINS,250 FOR TWO
381,Gokul Chinese,Chinese,3.9,26 MINS,300 FOR TWO
382,Vrudheshwar Pure Veg,North Indian,4.0,24 MINS,300 FOR TWO
383,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.2,24 MINS,400 FOR TWO
384,Lucky juices & snacks,"Juices, Snacks, Burgers, Fast Food, Italian, Beverages",--,40 MINS,100 FOR TWO
385,Ice N Spice,"Chinese, Beverages",3.2,25 MINS,250 FOR TWO
386,Ganesh Fast Food Center,Andhra,4.0,40 MINS,150 FOR TWO
387,Kritunga,"Andhra, Biryani, Chinese, Indian, Seafood",3.2,31 MINS,250 FOR TWO
388,Chai Club,Chinese,--,37 MINS,250 FOR TWO
389,Cake Box,"Bakery, Beverages, Chaat",--,39 MINS,100 FOR TWO
390,IFC Restaurant	,"Chinese, Biryani, Tandoor, Burgers, Seafood, Indian, South Indian",--,39 MINS,100 FOR TWO
391,Manpreet punjabi dhaba,"North Indian, South Indian, Chinese",3.6,43 MINS,120 FOR TWO
392,IFC International Fried Chicken,American,3.6,31 MINS,120 FOR TWO
393,Green Bucket Biryani,"Biryani, Fast Food",--,36 MINS,100 FOR TWO
394,New Mandi House Arabian family Restaurant,"Indian, Biryani",3.0,33 MINS,250 FOR TWO
395,Yogini Tiffin Center	,South Indian,--,31 MINS,100 FOR TWO
396,Hotel Maruthi inn,"Biryani, Chinese",3.3,-- MINS,250 FOR TWO
397,Aishwarya Pure Veg,"North Indian, South Indian, Chinese",4.2,28 MINS,500 FOR TWO
398,Hotel savali family garden and restaurant,"North Indian, Chinese",3.6,25 MINS,200 FOR TWO
399,Prathmesh Roll House,"Chinese, South Indian, North Indian, Fast Food",4.0,26 MINS,150 FOR TWO
400,Cafe Delight,"Chinese, South Indian, North Indian, Desserts",4.1,27 MINS,250 FOR TWO
401,Jay Bhavani Hotel	,"Indian, Snacks",--,23 MINS,200 FOR TWO
402,CELEBRATION POINT THE CAKE SHOP,Bakery,--,15 MINS,400 FOR TWO
403,Ocean Spice,"North Indian, Fast Food, Mughlai",4.0,31 MINS,500 FOR TWO
404,Roll Xpress ,"Chinese, Continental, Snacks, Beverages",4.0,20 MINS,100 FOR TWO
405,Kolhapuri Restaurant,"Indian, Chinese, North Indian",3.5,27 MINS,200 FOR TWO
406,Hotel Amrai,"North Indian, Seafood",4.0,34 MINS,600 FOR TWO
407,hotel Dwarka,"North Indian, Punjabi, Biryani, Chinese, Tandoor, Seafood",3.5,22 MINS,250 FOR TWO
408,Hotel Daily Fresh And Chinese Tadka,Chinese,--,27 MINS,150 FOR TWO
409,Rolls Mania,"Snacks, Beverages, Fast Food",4.4,29 MINS,200 FOR TWO
410,Vicky Bamboo House,"Chinese, Salads",4.2,24 MINS,500 FOR TWO
411,HOTEL ANNAPURNA,"North Indian, Biryani",3.7,30 MINS,100 FOR TWO
412,Vaishnavi family restaurant,"Seafood, North Indian",4.0,27 MINS,400 FOR TWO
413,Cafe 24X7,"Pizzas, Snacks",2.3,39 MINS,300 FOR TWO
414,Shivtara Biryani & Tandoor house,Biryani,--,39 MINS,430 FOR TWO
415,KING OF FAST FOOD AND CHINESE,Indian,3.7,37 MINS,280 FOR TWO
416,Hotel Sankalp Family Restaurant,Indian,3.7,39 MINS,250 FOR TWO
417,Snackers Katta,"Desserts, Fast Food, Italian, Mexican",4.1,40 MINS,250 FOR TWO
418,Pangat Biryani Point,Biryani,4.3,37 MINS,200 FOR TWO
419,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.2,41 MINS,400 FOR TWO
420,Chakan Biryani House,"North Indian, Biryani, Indian",3.5,40 MINS,140 FOR TWO
421,NEW MARATHA BIRYANI HOUSE,Chinese,3.0,44 MINS,350 FOR TWO
422,Al-Baik,Chinese,--,48 MINS,200 FOR TWO
